TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
800-899,hospodářská kriminalita,693,164,0.23670000000000002,0,0,0,37,62,2,1,5,172,336,0,0,0,88,83,3,2,20,282712,62,Středočeský,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Středočeský,2024-08-01
100-106,vraždy,9,7,0.7778,1,0,1,3,0,2,1,0,2,9,1,0,1,3,0,2,1,0,0,0,Jihočeský,2024-08-01
100-199,násilná kriminalita,610,361,0.5918,11,21,32,179,30,41,30,0,67,428,17,27,44,203,34,47,36,0,2001,0,Jihočeský,2024-08-01
200-299,mravnostní kriminalita,153,79,0.5163,9,5,14,13,5,3,2,0,25,104,13,6,19,16,7,3,2,0,0,0,Jihočeský,2024-08-01
300-399,krádeže vloupáním,568,165,0.2905,4,7,9,127,1,1,0,0,81,246,5,15,17,187,8,1,0,0,29798,70,Jihočeský,2024-08-01
400-499,krádeže prosté,796,467,0.5867,5,11,16,399,7,18,9,0,58,525,6,16,21,438,13,18,9,0,17951,357,Jihočeský,2024-08-01
500-599,ostatní majetková kriminalita,952,125,0.1313,4,4,8,69,5,5,1,0,73,198,5,5,10,113,15,5,1,0,167227,0,Jihočeský,2024-08-01
300-599,majetková kriminalita,2316,757,0.32689999999999997,13,22,33,595,13,24,10,0,212,969,16,36,48,738,36,24,10,0,214977,427,Jihočeský,2024-08-01
600-699,ostatní kriminalita,1033,751,0.727,20,23,43,474,49,61,27,0,100,851,22,35,57,517,57,71,30,0,65696,0,Jihočeský,2024-08-01
100-699,obecná kriminalita,4112,1948,0.47369999999999995,53,71,122,1261,97,129,69,0,404,2352,68,104,168,1474,134,145,78,0,282674,427,Jihočeský,2024-08-01
700-799,zbývající kriminalita,1062,804,0.7570999999999999,0,1,1,336,92,412,292,0,126,930,0,1,1,385,107,443,311,0,66558,0,Jihočeský,2024-08-01
800-899,hospodářská kriminalita,507,241,0.4754,1,3,4,45,38,0,0,0,109,350,2,3,5,69,81,0,0,3,360321,0,Jihočeský,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihočeský,2024-08-01
100-106,vraždy,6,5,0.8332999999999999,0,0,0,1,3,5,3,0,3,8,0,0,0,3,3,6,4,0,0,0,Plzeňský,2024-08-01
100-199,násilná kriminalita,586,291,0.4966,12,21,33,124,71,41,25,0,110,401,16,34,50,171,90,46,29,0,2389,5,Plzeňský,2024-08-01
200-299,mravnostní kriminalita,151,57,0.3775,9,11,20,14,5,2,2,0,29,86,14,19,33,22,7,2,2,0,0,0,Plzeňský,2024-08-01
300-399,krádeže vloupáním,1096,144,0.13140000000000002,0,1,1,106,24,5,0,0,138,282,1,6,6,219,39,6,0,0,41439,3,Plzeňský,2024-08-01
400-499,krádeže prosté,922,357,0.3872,6,7,13,255,33,13,4,0,100,457,7,8,15,335,43,15,4,0,55489,121,Plzeňský,2024-08-01
500-599,ostatní majetková kriminalita,1104,124,0.11230000000000001,3,2,5,51,19,8,5,0,81,205,4,7,11,85,30,9,5,0,140643,0,Plzeňský,2024-08-01
300-599,majetková kriminalita,3122,625,0.2002,9,10,19,412,76,26,9,0,319,944,12,21,32,639,112,30,9,0,237571,124,Plzeňský,2024-08-01
600-699,ostatní kriminalita,1008,620,0.6151,11,13,24,370,78,50,20,0,180,800,15,27,42,462,100,61,25,0,37679,0,Plzeňský,2024-08-01
100-699,obecná kriminalita,4867,1593,0.3273,41,55,96,920,230,119,56,0,638,2231,57,101,157,1294,309,139,65,0,277639,129,Plzeňský,2024-08-01
700-799,zbývající kriminalita,1033,600,0.5808,0,2,2,179,130,402,267,1,266,866,1,3,4,279,168,492,332,1,51992,0,Plzeňský,2024-08-01
800-899,hospodářská kriminalita,449,132,0.294,1,0,1,18,58,2,2,1,74,206,1,3,4,37,64,2,2,3,278428,0,Plzeňský,2024-08-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plzeňský,2024-08-01
100-106,vraždy,11,11,1.0,1,0,1,5,1,6,4,0,0,11,1,0,1,5,1,6,4,0,0,0,Ústecký,2024-08-01
100-199,násilná kriminalita,1077,673,0.6249,42,42,82,346,57,163,69,0,134,807,52,62,111,405,67,183,79,0,3149,40,Ústecký,2024-08-01
200-299,mravnostní kriminalita,365,185,0.5069,22,25,47,54,13,18,5,0,80,265,49,48,94,64,14,19,6,0,1,0,Ústecký,2024-08-01
300-399,krádeže vloupáním,1571,479,0.3049,11,9,15,376,14,61,2,0,139,618,14,16,22,484,18,76,2,0,60773,422,Ústecký,2024-08-01
400-499,krádeže prosté,2067,1405,0.6797,19,31,50,1203,46,166,19,0,146,1551,23,45,67,1311,51,172,20,0,66109,878,Ústecký,2024-08-01
500-599,ostatní majetková kriminalita,1689,322,0.1907,6,13,18,171,11,52,15,0,161,483,7,27,33,253,27,55,15,1,307506,0,Ústecký,2024-08-01
300-599,majetková kriminalita,5327,2206,0.41409999999999997,36,53,83,1750,71,279,36,0,446,2652,44,88,122,2048,96,303,37,1,434388,1299,Ústecký,2024-08-01
600-699,ostatní kriminalita,2057,1481,0.72,15,31,45,1044,89,211,60,0,199,1680,19,57,75,1149,98,223,62,0,53213,0,Ústecký,2024-08-01
100-699,obecná kriminalita,8826,4545,0.515,115,151,257,3194,230,671,170,0,859,5404,164,255,402,3666,275,728,184,1,490751,1340,Ústecký,2024-08-01
700-799,zbývající kriminalita,1633,976,0.5977,2,7,9,396,110,510,372,1,365,1341,3,12,15,569,136,552,406,3,93595,0,Ústecký,2024-08-01
800-899,hospodářská kriminalita,823,435,0.5286,0,1,1,117,54,4,3,8,111,546,0,2,2,144,68,4,3,11,401821,304,Ústecký,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ústecký,2024-08-01
100-106,vraždy,3,2,0.6667000000000001,0,0,0,1,0,0,0,0,2,4,0,0,0,2,0,0,0,0,400,0,Královéhradecký,2024-08-01
100-199,násilná kriminalita,393,193,0.4911,10,9,19,84,18,42,24,0,79,272,16,15,30,117,26,59,39,0,1055,0,Královéhradecký,2024-08-01
200-299,mravnostní kriminalita,121,51,0.4215,16,5,21,10,2,3,2,0,34,85,25,10,35,15,3,3,2,0,0,0,Královéhradecký,2024-08-01
300-399,krádeže vloupáním,432,176,0.40740000000000004,0,4,4,130,15,34,1,0,46,222,0,6,6,162,20,34,1,0,19190,51,Královéhradecký,2024-08-01
400-499,krádeže prosté,718,402,0.5599000000000001,2,19,21,328,22,36,11,0,80,482,3,23,26,391,30,37,11,0,36170,109,Královéhradecký,2024-08-01
500-599,ostatní majetková kriminalita,948,109,0.115,4,2,6,59,4,6,4,1,103,212,6,7,13,113,10,9,6,1,207672,0,Královéhradecký,2024-08-01
300-599,majetková kriminalita,2098,687,0.3274,6,25,31,517,41,76,16,1,229,916,9,36,45,666,60,80,18,1,263032,160,Královéhradecký,2024-08-01
600-699,ostatní kriminalita,776,501,0.6456000000000001,10,14,24,330,30,64,28,0,80,581,13,19,32,374,39,71,32,1,15702,0,Královéhradecký,2024-08-01
100-699,obecná kriminalita,3388,1432,0.4227,42,53,95,941,91,185,70,1,422,1854,63,80,142,1172,128,213,91,2,279789,160,Královéhradecký,2024-08-01
700-799,zbývající kriminalita,760,551,0.725,1,7,8,172,60,343,236,0,127,678,1,7,8,199,71,374,262,0,29699,0,Královéhradecký,2024-08-01
800-899,hospodářská kriminalita,438,199,0.4543,0,2,2,36,35,6,6,3,59,258,0,2,2,55,46,6,6,5,160006,0,Královéhradecký,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Královéhradecký,2024-08-01
100-106,vraždy,6,4,0.6667000000000001,0,1,1,0,0,2,2,0,0,4,0,1,1,0,0,2,2,0,0,0,Jihomoravský,2024-08-01
100-199,násilná kriminalita,997,432,0.43329999999999996,6,31,37,198,59,67,41,0,217,649,16,51,65,290,79,97,60,0,5890,0,Jihomoravský,2024-08-01
200-299,mravnostní kriminalita,222,95,0.4279,2,10,12,17,7,2,0,0,56,151,9,19,28,28,10,3,1,1,46,0,Jihomoravský,2024-08-01
300-399,krádeže vloupáním,2341,381,0.16269999999999998,2,12,12,318,19,13,1,0,134,515,4,17,18,438,27,21,1,0,102372,91,Jihomoravský,2024-08-01
400-499,krádeže prosté,2241,817,0.36460000000000004,4,11,14,694,78,40,8,0,257,1074,9,26,34,886,108,49,10,0,86303,2065,Jihomoravský,2024-08-01
500-599,ostatní majetková kriminalita,2531,240,0.09480000000000001,6,6,11,126,19,8,5,0,288,528,8,18,25,264,51,8,5,0,420080,0,Jihomoravský,2024-08-01
300-599,majetková kriminalita,7113,1438,0.2022,12,29,37,1138,116,61,14,0,679,2117,21,61,77,1588,186,78,16,0,608755,2156,Jihomoravský,2024-08-01
600-699,ostatní kriminalita,1774,887,0.5,9,27,35,529,104,130,51,1,267,1154,10,46,54,680,130,159,63,1,17599,0,Jihomoravský,2024-08-01
100-699,obecná kriminalita,10106,2852,0.2822,29,97,121,1882,286,260,106,1,1219,4071,56,177,224,2586,405,337,140,2,632290,2156,Jihomoravský,2024-08-01
700-799,zbývající kriminalita,1445,917,0.6346,3,2,5,288,153,593,457,1,299,1216,4,9,13,367,195,707,543,1,76510,0,Jihomoravský,2024-08-01
800-899,hospodářská kriminalita,919,205,0.2231,1,0,1,41,89,4,4,16,182,387,1,3,4,94,120,4,4,49,545903,0,Jihomoravský,2024-08-01
900-999,vojenské a protiústavní činy,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihomoravský,2024-08-01
100-106,vraždy,4,4,1.0,0,0,0,3,1,3,3,0,2,6,1,0,1,3,1,3,3,0,21,0,Moravskoslezský,2024-08-01
100-199,násilná kriminalita,1285,705,0.5486,47,75,112,360,51,103,52,0,232,937,67,97,150,455,68,121,61,1,5233,8,Moravskoslezský,2024-08-01
200-299,mravnostní kriminalita,266,142,0.5338,23,25,48,39,15,8,1,0,43,185,30,33,63,45,18,8,1,0,0,0,Moravskoslezský,2024-08-01
300-399,krádeže vloupáním,2111,738,0.3496,8,32,38,644,18,23,3,0,196,934,20,47,62,811,24,25,4,0,75067,213,Moravskoslezský,2024-08-01
400-499,krádeže prosté,3237,1968,0.608,21,33,54,1678,48,54,11,0,256,2224,35,54,87,1858,60,55,11,0,76250,669,Moravskoslezský,2024-08-01
500-599,ostatní majetková kriminalita,2343,326,0.1391,6,9,14,196,20,13,6,0,216,542,14,23,36,306,36,14,6,0,259447,6,Moravskoslezský,2024-08-01
300-599,majetková kriminalita,7691,3032,0.3942,35,74,106,2518,86,90,20,0,668,3700,69,124,185,2975,120,94,21,0,410764,888,Moravskoslezský,2024-08-01
600-699,ostatní kriminalita,2400,1655,0.6896,43,202,245,1057,69,129,50,0,228,1883,66,233,297,1180,80,139,54,0,32955,0,Moravskoslezský,2024-08-01
100-699,obecná kriminalita,11642,5534,0.4754,148,376,511,3974,221,330,123,0,1171,6705,232,487,695,4655,286,362,137,1,448953,896,Moravskoslezský,2024-08-01
700-799,zbývající kriminalita,1611,1088,0.6754000000000001,2,1,3,405,74,621,527,2,322,1410,2,5,7,524,99,679,571,3,32682,0,Moravskoslezský,2024-08-01
800-899,hospodářská kriminalita,1009,446,0.442,3,0,3,144,22,3,0,8,141,587,3,0,3,197,37,4,0,14,5771925,0,Moravskoslezský,2024-08-01
900-999,vojenské a protiústavní činy,2,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Moravskoslezský,2024-08-01
100-106,vraždy,4,4,1.0,1,0,1,2,0,2,2,0,0,4,1,0,1,2,0,2,2,0,0,0,Olomoucký,2024-08-01
100-199,násilná kriminalita,649,380,0.5855,17,17,31,149,28,145,122,0,106,486,25,34,55,185,33,170,144,0,1264,218,Olomoucký,2024-08-01
200-299,mravnostní kriminalita,108,53,0.4907,12,5,17,15,4,16,9,0,20,73,13,8,21,16,4,20,10,0,0,0,Olomoucký,2024-08-01
300-399,krádeže vloupáním,593,119,0.2007,6,3,8,77,24,11,4,0,52,171,9,6,13,116,30,15,7,0,26305,95,Olomoucký,2024-08-01
400-499,krádeže prosté,930,515,0.5538000000000001,3,9,12,434,11,47,24,0,80,595,3,16,19,480,16,50,27,0,30106,896,Olomoucký,2024-08-01
500-599,ostatní majetková kriminalita,1192,167,0.1401,5,5,10,79,12,14,11,0,111,278,7,9,16,127,16,21,16,0,187499,28,Olomoucký,2024-08-01
300-599,majetková kriminalita,2715,801,0.295,14,17,30,590,47,72,39,0,243,1044,19,31,48,723,62,86,50,0,243909,1020,Olomoucký,2024-08-01
600-699,ostatní kriminalita,961,635,0.6607999999999999,6,19,25,293,40,119,72,0,99,734,7,26,33,336,43,135,84,0,21944,0,Olomoucký,2024-08-01
100-699,obecná kriminalita,4433,1869,0.4216,49,58,103,1047,119,352,242,0,468,2337,64,99,157,1260,142,411,288,0,267117,1238,Olomoucký,2024-08-01
700-799,zbývající kriminalita,1064,750,0.7049,0,3,3,177,87,415,350,0,154,904,0,3,3,222,101,458,381,0,39253,0,Olomoucký,2024-08-01
800-899,hospodářská kriminalita,603,259,0.42950000000000005,0,1,1,29,23,2,1,8,75,334,0,3,3,43,25,3,1,11,313070,1222,Olomoucký,2024-08-01
900-999,vojenské a protiústavní činy,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Olomoucký,2024-08-01
100-106,vraždy,3,3,1.0,0,0,0,2,0,2,1,0,3,6,0,0,0,2,0,2,1,0,0,0,Zlínský,2024-08-01
100-199,násilná kriminalita,418,252,0.6029,6,8,14,119,20,141,87,0,62,314,8,13,21,144,28,166,103,0,731,0,Zlínský,2024-08-01
200-299,mravnostní kriminalita,88,48,0.5455,3,3,6,16,6,18,9,0,22,70,9,9,18,21,8,21,11,0,0,0,Zlínský,2024-08-01
300-399,krádeže vloupáním,441,106,0.2404,2,11,12,64,3,22,1,0,19,125,3,13,15,78,4,23,1,0,29002,147,Zlínský,2024-08-01
400-499,krádeže prosté,687,437,0.6361,5,5,10,366,7,132,19,0,59,496,5,8,13,414,8,136,20,0,30466,264,Zlínský,2024-08-01
500-599,ostatní majetková kriminalita,877,114,0.13,0,5,5,59,3,26,5,0,65,179,1,6,7,91,6,28,6,0,261760,340,Zlínský,2024-08-01
300-599,majetková kriminalita,2005,657,0.32770000000000005,7,21,27,489,13,180,25,0,143,800,9,27,35,583,18,187,27,0,321228,751,Zlínský,2024-08-01
600-699,ostatní kriminalita,729,464,0.6365,5,16,19,284,57,119,69,0,44,508,5,18,21,303,61,125,73,0,4627,0,Zlínský,2024-08-01
100-699,obecná kriminalita,3240,1421,0.4386,21,48,66,908,96,458,190,0,271,1692,31,67,95,1051,115,499,214,0,326585,751,Zlínský,2024-08-01
700-799,zbývající kriminalita,808,549,0.6795,2,3,5,197,61,329,260,0,93,642,2,4,6,222,73,358,283,0,42399,0,Zlínský,2024-08-01
800-899,hospodářská kriminalita,402,183,0.45520000000000005,0,0,0,45,24,2,1,9,57,240,0,0,0,61,29,3,1,13,361347,0,Zlínský,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zlínský,2024-08-01
100-106,vraždy,4,4,1.0,0,1,1,2,1,3,2,0,0,4,0,1,1,2,1,3,2,0,0,0,Vysočina,2024-08-01
100-199,násilná kriminalita,417,239,0.5731,9,11,19,103,28,96,73,0,65,304,9,18,26,124,39,113,81,0,2271,0,Vysočina,2024-08-01
200-299,mravnostní kriminalita,105,48,0.4571,5,2,7,16,3,12,7,0,12,60,7,5,12,17,3,13,7,0,0,0,Vysočina,2024-08-01
300-399,krádeže vloupáním,339,113,0.3333,0,8,8,86,4,5,3,0,31,144,0,12,12,109,8,6,4,0,20833,12,Vysočina,2024-08-01
400-499,krádeže prosté,466,304,0.6524,2,8,10,237,23,21,12,0,30,334,3,14,17,255,26,23,13,0,12196,62,Vysočina,2024-08-01
500-599,ostatní majetková kriminalita,761,102,0.134,2,5,7,43,12,9,8,0,67,169,3,10,13,78,21,9,8,0,146166,0,Vysočina,2024-08-01
300-599,majetková kriminalita,1566,519,0.33140000000000003,4,21,25,366,39,35,23,0,128,647,6,36,42,442,55,38,25,0,179195,73,Vysočina,2024-08-01
600-699,ostatní kriminalita,650,451,0.6939,4,28,32,276,38,75,44,3,51,502,4,36,40,301,40,88,48,3,10341,0,Vysočina,2024-08-01
100-699,obecná kriminalita,2738,1257,0.45909999999999995,22,62,83,761,108,218,147,3,256,1513,26,95,120,884,137,252,161,3,191807,73,Vysočina,2024-08-01
700-799,zbývající kriminalita,649,444,0.6840999999999999,2,6,8,115,100,289,257,0,91,535,2,9,11,139,113,307,272,0,23686,0,Vysočina,2024-08-01
800-899,hospodářská kriminalita,317,139,0.4385,0,2,2,29,42,1,1,3,36,175,0,2,2,40,44,1,1,6,307482,0,Vysočina,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vysočina,2024-08-01
100-106,vraždy,6,6,1.0,0,0,0,1,1,4,4,0,0,6,0,0,0,1,1,4,4,0,0,0,Pardubický,2024-08-01
100-199,násilná kriminalita,303,171,0.5644,5,6,11,89,22,70,42,0,44,215,6,11,17,111,26,86,47,0,1827,0,Pardubický,2024-08-01
200-299,mravnostní kriminalita,113,59,0.5221,12,11,23,12,2,7,2,0,14,73,17,14,31,15,2,9,2,0,0,0,Pardubický,2024-08-01
300-399,krádeže vloupáním,369,164,0.44439999999999996,2,0,2,145,8,10,4,0,55,219,2,0,2,188,12,16,6,0,12646,43,Pardubický,2024-08-01
400-499,krádeže prosté,581,366,0.63,1,1,2,327,33,37,15,0,40,406,1,4,5,349,38,43,16,0,19176,1467,Pardubický,2024-08-01
500-599,ostatní majetková kriminalita,830,110,0.1325,5,0,5,54,14,27,12,0,86,196,10,6,16,91,27,38,15,0,153239,935,Pardubický,2024-08-01
300-599,majetková kriminalita,1780,640,0.35960000000000003,8,1,9,526,55,74,31,0,181,821,13,10,23,628,77,97,37,0,185061,2444,Pardubický,2024-08-01
600-699,ostatní kriminalita,600,415,0.6917,8,22,30,213,42,129,39,0,41,456,10,25,35,234,48,136,41,0,6956,0,Pardubický,2024-08-01
100-699,obecná kriminalita,2796,1285,0.4596,33,40,73,840,121,280,114,0,280,1565,46,60,106,988,153,328,127,0,193843,2444,Pardubický,2024-08-01
700-799,zbývající kriminalita,719,486,0.6759000000000001,0,1,1,121,74,299,261,0,118,604,0,1,1,169,88,319,274,0,144928,0,Pardubický,2024-08-01
800-899,hospodářská kriminalita,273,130,0.47619999999999996,0,0,0,32,18,4,3,3,28,158,1,1,2,40,19,4,3,6,81792,0,Pardubický,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pardubický,2024-08-01
100-106,vraždy,6,6,1.0,0,0,0,3,2,1,0,0,1,7,0,1,1,3,2,1,0,0,0,0,Liberecký,2024-08-01
100-199,násilná kriminalita,476,240,0.5042,11,6,17,100,33,21,16,0,114,354,14,16,28,136,50,28,22,0,5441,0,Liberecký,2024-08-01
200-299,mravnostní kriminalita,120,58,0.4833,6,7,13,17,3,0,0,0,31,89,7,12,19,26,5,0,0,0,0,0,Liberecký,2024-08-01
300-399,krádeže vloupáním,725,144,0.1986,6,6,12,117,5,2,2,0,98,242,7,9,16,188,20,3,2,0,50867,307,Liberecký,2024-08-01
400-499,krádeže prosté,735,346,0.4708,1,7,8,272,23,4,3,0,76,422,1,11,12,323,27,4,3,0,34210,116,Liberecký,2024-08-01
500-599,ostatní majetková kriminalita,935,107,0.1144,5,1,6,58,8,0,0,0,117,224,9,7,15,104,22,0,0,0,187578,0,Liberecký,2024-08-01
300-599,majetková kriminalita,2395,597,0.2493,12,14,26,447,36,6,5,0,291,888,17,27,43,615,69,7,5,0,272655,423,Liberecký,2024-08-01
600-699,ostatní kriminalita,893,621,0.6954,4,5,8,393,51,68,25,1,107,728,5,10,14,459,56,77,31,1,37926,0,Liberecký,2024-08-01
100-699,obecná kriminalita,3884,1516,0.39030000000000004,33,32,64,957,123,95,46,1,543,2059,43,65,104,1236,180,112,58,1,316022,423,Liberecký,2024-08-01
700-799,zbývající kriminalita,791,479,0.6056,3,4,7,126,62,303,227,0,193,672,3,4,7,188,77,335,247,0,30096,0,Liberecký,2024-08-01
800-899,hospodářská kriminalita,355,128,0.36060000000000003,2,2,4,25,27,1,1,7,92,220,2,2,4,54,35,2,1,8,144775,0,Liberecký,2024-08-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Liberecký,2024-08-01
100-106,vraždy,2,1,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Karlovarský,2024-08-01
100-199,násilná kriminalita,327,159,0.48619999999999997,7,12,19,89,13,9,5,0,49,208,9,18,27,104,18,16,9,1,1790,0,Karlovarský,2024-08-01
200-299,mravnostní kriminalita,57,25,0.4386,0,3,3,8,1,3,1,0,19,44,2,8,10,10,3,3,1,0,0,0,Karlovarský,2024-08-01
300-399,krádeže vloupáním,660,163,0.247,0,2,2,148,2,6,0,0,62,225,1,5,6,192,2,6,0,0,27031,158,Karlovarský,2024-08-01
400-499,krádeže prosté,609,314,0.5156000000000001,0,4,4,270,14,6,1,0,64,378,0,7,7,321,15,6,1,0,28484,188,Karlovarský,2024-08-01
500-599,ostatní majetková kriminalita,564,98,0.17379999999999998,4,1,5,43,5,2,2,0,65,163,6,4,10,74,12,2,2,0,212344,0,Karlovarský,2024-08-01
300-599,majetková kriminalita,1833,575,0.31370000000000003,4,7,11,461,21,14,3,0,191,766,7,16,23,587,29,14,3,0,267859,346,Karlovarský,2024-08-01
600-699,ostatní kriminalita,511,325,0.636,3,1,4,232,20,24,11,0,88,413,4,4,8,296,30,29,12,0,3282,0,Karlovarský,2024-08-01
100-699,obecná kriminalita,2728,1084,0.39740000000000003,14,23,37,790,55,50,20,0,347,1431,22,46,68,997,80,62,25,1,272931,346,Karlovarský,2024-08-01
700-799,zbývající kriminalita,545,285,0.5229,1,0,1,89,32,214,150,1,145,430,1,0,1,144,50,256,176,1,22879,0,Karlovarský,2024-08-01
800-899,hospodářská kriminalita,230,79,0.3435,0,2,2,15,29,0,0,1,42,121,0,2,2,27,40,0,0,4,76296,0,Karlovarský,2024-08-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karlovarský,2024-08-01
100-106,vraždy,97,84,0.866,3,2,5,29,13,43,34,0,15,99,4,3,7,32,14,44,35,0,1021,0,Česká republika,2024-09-01
100-199,násilná kriminalita,10840,5870,0.5415,239,357,572,2751,728,1211,760,1,1745,7615,333,533,829,3429,938,1439,906,4,54726,308,Česká republika,2024-09-01
200-299,mravnostní kriminalita,2720,1327,0.4879,156,150,306,374,124,112,47,0,550,1877,252,249,498,477,151,127,54,1,71,0,Česká republika,2024-09-01
300-399,krádeže vloupáním,21352,4269,0.1999,48,129,162,3464,250,253,26,0,1742,6011,78,205,257,4845,364,305,34,0,1083315,5835,Česká republika,2024-09-01
400-499,krádeže prosté,24632,11095,0.45039999999999997,92,206,295,9027,756,709,172,0,1927,13022,128,319,439,10406,970,750,183,1,882076,12938,Česká republika,2024-09-01
500-599,ostatní majetková kriminalita,25366,3115,0.12279999999999999,66,80,141,1581,305,226,106,2,2264,5379,105,178,276,2643,592,264,124,8,4612911,2359,Česká republika,2024-09-01
300-599,majetková kriminalita,71350,18479,0.259,206,415,598,14072,1311,1188,304,2,5933,24412,311,702,972,17894,1926,1319,341,9,6578303,21133,Česká republika,2024-09-01
600-699,ostatní kriminalita,21158,13578,0.6417,195,507,692,8288,1416,1593,675,5,2207,15785,255,693,931,9461,1625,1762,754,7,655621,0,Česká republika,2024-09-01
100-699,obecná kriminalita,106068,39254,0.3701,796,1429,2168,25485,3579,4104,1786,8,10435,49689,1151,2177,3230,31261,4640,4647,2055,21,7288721,21441,Česká republika,2024-09-01
700-799,zbývající kriminalita,17616,11960,0.6789000000000001,21,72,93,3769,1850,7223,5575,8,3150,15110,25,102,127,4839,2230,7923,6085,13,1019988,0,Česká republika,2024-09-01
800-899,hospodářská kriminalita,10248,4248,0.41450000000000004,8,23,31,822,1456,37,27,103,1591,5839,12,38,49,1275,1710,45,28,201,16268005,1588,Česká republika,2024-09-01
900-999,vojenské a protiústavní činy,23,7,0.3044,0,0,0,0,3,0,0,0,1,8,0,0,0,0,3,0,0,0,152,0,Česká republika,2024-09-01
100-106,vraždy,15,11,0.7333,0,0,0,2,3,2,2,0,0,11,0,0,0,2,3,2,2,0,600,0,Praha,2024-09-01
100-199,násilná kriminalita,1247,573,0.4595,21,31,47,247,163,65,41,0,214,787,35,51,80,319,218,86,59,0,9719,26,Praha,2024-09-01
200-299,mravnostní kriminalita,364,144,0.3956,8,14,22,38,34,5,3,0,66,210,21,20,41,47,37,5,3,0,25,0,Praha,2024-09-01
300-399,krádeže vloupáním,6137,492,0.0802,2,3,5,413,52,12,0,0,411,903,2,10,12,745,73,17,0,0,356116,3843,Praha,2024-09-01
400-499,krádeže prosté,7037,1571,0.22329999999999997,3,24,27,1157,317,34,12,0,440,2011,6,40,46,1475,408,35,12,0,228971,3700,Praha,2024-09-01
500-599,ostatní majetková kriminalita,6095,573,0.094,2,10,12,300,118,26,19,0,428,1001,6,19,25,494,206,32,24,0,1151174,441,Praha,2024-09-01
300-599,majetková kriminalita,19269,2636,0.1368,7,37,44,1870,487,72,31,0,1279,3915,14,69,83,2714,687,84,36,0,1736261,7984,Praha,2024-09-01
600-699,ostatní kriminalita,3872,1815,0.46880000000000005,16,19,32,982,464,109,49,0,288,2103,21,35,52,1133,524,121,58,0,113775,0,Praha,2024-09-01
100-699,obecná kriminalita,24752,5168,0.20879999999999999,52,101,145,3137,1148,251,124,0,1847,7015,91,175,256,4213,1466,296,156,0,1859780,8009,Praha,2024-09-01
700-799,zbývající kriminalita,1763,1123,0.637,2,26,28,315,291,707,439,0,329,1452,2,30,32,421,356,769,471,0,187450,0,Praha,2024-09-01
800-899,hospodářská kriminalita,2583,1156,0.4475,0,5,5,123,885,5,4,20,324,1480,0,9,9,205,963,7,4,36,6983548,0,Praha,2024-09-01
900-999,vojenské a protiústavní činy,14,3,0.2143,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,152,0,Praha,2024-09-01
100-106,vraždy,12,11,0.9167000000000001,0,0,0,1,1,6,6,0,1,12,0,0,0,1,2,6,6,0,0,0,Středočeský,2024-09-01
