TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
400-499,krádeže prosté,1525.0,720.0,0.4721,5.0,10.0,15.0,588.0,43.0,7.0,3.0,0.0,162.0,882.0,6.0,20.0,25.0,701.0,69.0,7.0,3.0,0.0,39632.0,460.0,Plzeňský,2023-11-01
500-599,ostatní majetková kriminalita,1518.0,173.0,0.114,2.0,4.0,5.0,75.0,20.0,8.0,8.0,1.0,144.0,317.0,2.0,8.0,9.0,135.0,46.0,10.0,10.0,1.0,150428.0,20.0,Plzeňský,2023-11-01
300-599,majetková kriminalita,4560.0,1151.0,0.25239999999999996,8.0,17.0,24.0,876.0,87.0,15.0,11.0,1.0,479.0,1630.0,10.0,36.0,44.0,1196.0,162.0,18.0,14.0,1.0,262236.0,612.0,Plzeňský,2023-11-01
600-699,ostatní kriminalita,1519.0,1042.0,0.6859999999999999,18.0,10.0,27.0,619.0,121.0,62.0,35.0,0.0,154.0,1196.0,20.0,16.0,35.0,699.0,145.0,67.0,39.0,0.0,36669.0,0.0,Plzeňský,2023-11-01
100-699,obecná kriminalita,6970.0,2619.0,0.37579999999999997,37.0,41.0,76.0,1668.0,281.0,108.0,76.0,2.0,787.0,3406.0,44.0,79.0,120.0,2126.0,406.0,119.0,86.0,2.0,301253.0,612.0,Plzeňský,2023-11-01
700-799,zbývající kriminalita,1441.0,1011.0,0.7016,2.0,1.0,3.0,281.0,197.0,660.0,444.0,0.0,283.0,1294.0,2.0,2.0,4.0,375.0,255.0,745.0,499.0,2.0,57712.0,0.0,Plzeňský,2023-11-01
800-899,hospodářská kriminalita,615.0,266.0,0.4325,0.0,0.0,0.0,71.0,103.0,0.0,0.0,6.0,101.0,367.0,0.0,0.0,0.0,99.0,130.0,0.0,0.0,8.0,359123.0,0.0,Plzeňský,2023-11-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plzeňský,2023-11-01
100-106,vraždy,14.0,11.0,0.7857,1.0,2.0,3.0,6.0,0.0,4.0,1.0,0.0,0.0,11.0,1.0,2.0,3.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,Ústecký,2023-11-01
100-199,násilná kriminalita,1355.0,953.0,0.7033,42.0,72.0,107.0,473.0,77.0,159.0,91.0,0.0,138.0,1091.0,52.0,88.0,129.0,534.0,87.0,171.0,97.0,0.0,2547.0,709.0,Ústecký,2023-11-01
200-299,mravnostní kriminalita,443.0,284.0,0.6411,37.0,52.0,89.0,55.0,24.0,13.0,6.0,0.0,74.0,358.0,47.0,69.0,116.0,62.0,26.0,15.0,8.0,0.0,0.0,0.0,Ústecký,2023-11-01
300-399,krádeže vloupáním,2220.0,846.0,0.3811,8.0,26.0,30.0,701.0,42.0,19.0,5.0,0.0,195.0,1041.0,19.0,41.0,49.0,851.0,58.0,20.0,5.0,0.0,81944.0,495.0,Ústecký,2023-11-01
400-499,krádeže prosté,2641.0,1839.0,0.6962999999999999,19.0,58.0,75.0,1503.0,72.0,42.0,19.0,0.0,177.0,2016.0,29.0,71.0,95.0,1608.0,106.0,46.0,21.0,0.0,89129.0,1481.0,Ústecký,2023-11-01
500-599,ostatní majetková kriminalita,2269.0,548.0,0.2415,12.0,19.0,27.0,299.0,24.0,20.0,5.0,1.0,241.0,789.0,15.0,24.0,35.0,399.0,90.0,23.0,6.0,4.0,267666.0,0.0,Ústecký,2023-11-01
300-599,majetková kriminalita,7130.0,3233.0,0.4534,39.0,103.0,132.0,2503.0,138.0,81.0,29.0,1.0,613.0,3846.0,63.0,136.0,179.0,2858.0,254.0,89.0,32.0,4.0,438739.0,1976.0,Ústecký,2023-11-01
600-699,ostatní kriminalita,2771.0,2197.0,0.7929,28.0,89.0,115.0,1369.0,147.0,235.0,89.0,0.0,238.0,2435.0,38.0,111.0,143.0,1487.0,160.0,269.0,105.0,0.0,466450.0,0.0,Ústecký,2023-11-01
100-699,obecná kriminalita,11699.0,6667.0,0.5699000000000001,146.0,316.0,443.0,4400.0,386.0,488.0,215.0,1.0,1063.0,7730.0,200.0,404.0,567.0,4941.0,527.0,544.0,242.0,4.0,907736.0,2685.0,Ústecký,2023-11-01
700-799,zbývající kriminalita,2362.0,1653.0,0.6998000000000001,3.0,3.0,6.0,680.0,146.0,821.0,605.0,0.0,419.0,2072.0,3.0,4.0,7.0,873.0,186.0,868.0,641.0,1.0,225487.0,0.0,Ústecký,2023-11-01
800-899,hospodářská kriminalita,1128.0,663.0,0.5878,2.0,2.0,4.0,166.0,76.0,2.0,0.0,8.0,153.0,816.0,2.0,3.0,5.0,195.0,88.0,2.0,0.0,14.0,379759.0,0.0,Ústecký,2023-11-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ústecký,2023-11-01
100-106,vraždy,6.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,Královéhradecký,2023-11-01
100-199,násilná kriminalita,522.0,311.0,0.5958,7.0,16.0,23.0,149.0,15.0,66.0,50.0,0.0,72.0,383.0,8.0,24.0,32.0,178.0,20.0,76.0,57.0,0.0,4460.0,0.0,Královéhradecký,2023-11-01
200-299,mravnostní kriminalita,163.0,105.0,0.6442,21.0,15.0,36.0,17.0,3.0,8.0,4.0,0.0,31.0,136.0,26.0,18.0,44.0,17.0,3.0,9.0,5.0,0.0,35.0,0.0,Královéhradecký,2023-11-01
300-399,krádeže vloupáním,698.0,285.0,0.4083,3.0,10.0,11.0,229.0,17.0,6.0,5.0,0.0,51.0,336.0,6.0,11.0,14.0,272.0,22.0,8.0,7.0,0.0,42147.0,1658.0,Královéhradecký,2023-11-01
400-499,krádeže prosté,1127.0,710.0,0.63,1.0,9.0,10.0,627.0,14.0,19.0,14.0,0.0,54.0,764.0,1.0,10.0,11.0,664.0,17.0,19.0,14.0,0.0,47509.0,119.0,Královéhradecký,2023-11-01
500-599,ostatní majetková kriminalita,1251.0,172.0,0.1375,1.0,1.0,2.0,94.0,13.0,8.0,8.0,1.0,136.0,308.0,2.0,5.0,6.0,166.0,36.0,12.0,12.0,2.0,162592.0,78.0,Královéhradecký,2023-11-01
300-599,majetková kriminalita,3076.0,1167.0,0.37939999999999996,5.0,20.0,23.0,950.0,44.0,33.0,27.0,1.0,241.0,1408.0,9.0,26.0,31.0,1102.0,75.0,39.0,33.0,2.0,252248.0,1854.0,Královéhradecký,2023-11-01
600-699,ostatní kriminalita,1156.0,874.0,0.7561,20.0,11.0,31.0,564.0,75.0,85.0,53.0,0.0,83.0,957.0,26.0,15.0,40.0,607.0,83.0,89.0,57.0,0.0,7597.0,1.0,Královéhradecký,2023-11-01
100-699,obecná kriminalita,4917.0,2457.0,0.4997,53.0,62.0,113.0,1680.0,137.0,192.0,134.0,1.0,427.0,2884.0,69.0,83.0,147.0,1904.0,181.0,213.0,152.0,2.0,264340.0,1855.0,Královéhradecký,2023-11-01
700-799,zbývající kriminalita,1016.0,802.0,0.7894,1.0,0.0,1.0,270.0,97.0,471.0,350.0,0.0,142.0,944.0,1.0,2.0,3.0,315.0,117.0,509.0,383.0,2.0,45100.0,0.0,Královéhradecký,2023-11-01
800-899,hospodářská kriminalita,548.0,265.0,0.4836,0.0,0.0,0.0,87.0,43.0,2.0,2.0,2.0,70.0,335.0,0.0,0.0,0.0,108.0,51.0,2.0,2.0,12.0,286624.0,8.0,Královéhradecký,2023-11-01
900-999,vojenské a protiústavní činy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Královéhradecký,2023-11-01
100-106,vraždy,16.0,14.0,0.875,0.0,0.0,0.0,7.0,7.0,2.0,2.0,0.0,1.0,15.0,0.0,0.0,0.0,7.0,8.0,2.0,2.0,0.0,0.0,0.0,Jihomoravský,2023-11-01
100-199,násilná kriminalita,1311.0,752.0,0.5736,27.0,52.0,71.0,323.0,93.0,123.0,79.0,0.0,221.0,973.0,40.0,70.0,100.0,418.0,118.0,148.0,93.0,0.0,10063.0,0.0,Jihomoravský,2023-11-01
200-299,mravnostní kriminalita,261.0,106.0,0.4061,13.0,14.0,27.0,17.0,14.0,2.0,1.0,0.0,64.0,170.0,21.0,28.0,49.0,24.0,18.0,6.0,3.0,0.0,0.0,0.0,Jihomoravský,2023-11-01
300-399,krádeže vloupáním,2591.0,576.0,0.2223,2.0,6.0,8.0,452.0,48.0,2.0,2.0,0.0,253.0,829.0,9.0,23.0,31.0,663.0,68.0,6.0,2.0,0.0,136212.0,125.0,Jihomoravský,2023-11-01
400-499,krádeže prosté,3367.0,1393.0,0.41369999999999996,9.0,19.0,28.0,1122.0,99.0,22.0,10.0,0.0,292.0,1685.0,13.0,36.0,48.0,1342.0,135.0,24.0,10.0,0.0,108334.0,844.0,Jihomoravský,2023-11-01
500-599,ostatní majetková kriminalita,3559.0,486.0,0.1366,8.0,6.0,14.0,256.0,37.0,14.0,4.0,2.0,369.0,855.0,12.0,12.0,24.0,420.0,124.0,17.0,5.0,4.0,436599.0,0.0,Jihomoravský,2023-11-01
300-599,majetková kriminalita,9517.0,2455.0,0.258,19.0,31.0,50.0,1830.0,184.0,38.0,16.0,2.0,914.0,3369.0,34.0,71.0,103.0,2425.0,327.0,47.0,17.0,4.0,681144.0,969.0,Jihomoravský,2023-11-01
600-699,ostatní kriminalita,2560.0,1574.0,0.6148,19.0,46.0,62.0,963.0,247.0,191.0,73.0,2.0,285.0,1859.0,24.0,65.0,85.0,1098.0,274.0,223.0,78.0,2.0,31961.0,0.0,Jihomoravský,2023-11-01
100-699,obecná kriminalita,13649.0,4887.0,0.35810000000000003,78.0,143.0,210.0,3133.0,538.0,354.0,169.0,4.0,1484.0,6371.0,119.0,234.0,337.0,3965.0,737.0,424.0,191.0,6.0,723168.0,969.0,Jihomoravský,2023-11-01
700-799,zbývající kriminalita,2022.0,1470.0,0.727,0.0,4.0,4.0,469.0,204.0,941.0,724.0,3.0,357.0,1827.0,0.0,8.0,8.0,575.0,250.0,1064.0,805.0,6.0,92858.0,0.0,Jihomoravský,2023-11-01
800-899,hospodářská kriminalita,1236.0,459.0,0.3714,1.0,2.0,3.0,84.0,156.0,2.0,2.0,57.0,204.0,663.0,2.0,2.0,4.0,145.0,180.0,2.0,2.0,73.0,1060164.0,0.0,Jihomoravský,2023-11-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jihomoravský,2023-11-01
100-106,vraždy,19.0,17.0,0.8946999999999999,0.0,0.0,0.0,11.0,2.0,9.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,11.0,2.0,9.0,8.0,0.0,0.0,0.0,Moravskoslezský,2023-11-01
100-199,násilná kriminalita,1646.0,1028.0,0.6245,79.0,79.0,147.0,540.0,64.0,135.0,76.0,0.0,261.0,1289.0,94.0,98.0,177.0,663.0,82.0,170.0,96.0,0.0,5227.0,16.0,Moravskoslezský,2023-11-01
200-299,mravnostní kriminalita,297.0,188.0,0.633,22.0,25.0,47.0,45.0,23.0,10.0,4.0,0.0,53.0,241.0,26.0,33.0,59.0,52.0,26.0,10.0,4.0,0.0,12.0,0.0,Moravskoslezský,2023-11-01
300-399,krádeže vloupáním,3909.0,1432.0,0.3663,34.0,52.0,80.0,1218.0,24.0,10.0,4.0,0.0,272.0,1704.0,47.0,73.0,106.0,1438.0,43.0,10.0,4.0,0.0,139636.0,309.0,Moravskoslezský,2023-11-01
400-499,krádeže prosté,4417.0,2689.0,0.6088,33.0,76.0,106.0,2236.0,100.0,18.0,10.0,0.0,266.0,2955.0,61.0,105.0,154.0,2415.0,120.0,19.0,11.0,0.0,88783.0,1240.0,Moravskoslezský,2023-11-01
500-599,ostatní majetková kriminalita,3347.0,573.0,0.17120000000000002,19.0,33.0,49.0,324.0,27.0,14.0,5.0,1.0,293.0,866.0,27.0,42.0,64.0,454.0,82.0,16.0,6.0,4.0,329822.0,86.0,Moravskoslezský,2023-11-01
300-599,majetková kriminalita,11673.0,4694.0,0.4021,86.0,161.0,235.0,3778.0,151.0,42.0,19.0,1.0,831.0,5525.0,135.0,220.0,324.0,4307.0,245.0,45.0,21.0,4.0,558241.0,1635.0,Moravskoslezský,2023-11-01
600-699,ostatní kriminalita,3207.0,2448.0,0.7633,128.0,165.0,288.0,1449.0,140.0,136.0,74.0,0.0,228.0,2676.0,160.0,189.0,344.0,1551.0,156.0,148.0,80.0,0.0,57455.0,0.0,Moravskoslezský,2023-11-01
100-699,obecná kriminalita,16823.0,8358.0,0.4968,315.0,430.0,717.0,5812.0,378.0,323.0,173.0,1.0,1373.0,9731.0,415.0,540.0,904.0,6573.0,509.0,373.0,201.0,4.0,620934.0,1651.0,Moravskoslezský,2023-11-01
700-799,zbývající kriminalita,2340.0,1732.0,0.7402,4.0,3.0,7.0,593.0,135.0,956.0,832.0,0.0,368.0,2100.0,5.0,3.0,8.0,742.0,177.0,1022.0,871.0,0.0,44650.0,0.0,Moravskoslezský,2023-11-01
800-899,hospodářská kriminalita,1157.0,525.0,0.45380000000000004,0.0,0.0,0.0,157.0,28.0,1.0,0.0,15.0,162.0,687.0,0.0,2.0,2.0,208.0,47.0,2.0,1.0,24.0,218654.0,160.0,Moravskoslezský,2023-11-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moravskoslezský,2023-11-01
100-106,vraždy,4.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,Olomoucký,2023-11-01
100-199,násilná kriminalita,776.0,529.0,0.6817,29.0,26.0,52.0,164.0,26.0,197.0,154.0,0.0,97.0,626.0,37.0,30.0,64.0,191.0,32.0,238.0,186.0,0.0,2772.0,9.0,Olomoucký,2023-11-01
200-299,mravnostní kriminalita,138.0,74.0,0.5362,7.0,8.0,15.0,17.0,5.0,11.0,6.0,0.0,32.0,106.0,15.0,15.0,30.0,23.0,6.0,11.0,6.0,0.0,0.0,0.0,Olomoucký,2023-11-01
300-399,krádeže vloupáním,892.0,280.0,0.3139,4.0,10.0,13.0,171.0,12.0,17.0,5.0,0.0,99.0,379.0,6.0,17.0,22.0,240.0,16.0,23.0,6.0,0.0,41734.0,655.0,Olomoucký,2023-11-01
400-499,krádeže prosté,1485.0,814.0,0.5482,9.0,19.0,28.0,603.0,15.0,52.0,22.0,0.0,112.0,926.0,10.0,27.0,37.0,668.0,27.0,60.0,26.0,0.0,32044.0,2612.0,Olomoucký,2023-11-01
500-599,ostatní majetková kriminalita,1692.0,260.0,0.1537,2.0,6.0,8.0,114.0,12.0,28.0,18.0,1.0,166.0,426.0,3.0,13.0,16.0,173.0,50.0,30.0,20.0,2.0,201140.0,263.0,Olomoucký,2023-11-01
300-599,majetková kriminalita,4069.0,1354.0,0.3328,15.0,35.0,49.0,888.0,39.0,97.0,45.0,1.0,377.0,1731.0,19.0,57.0,75.0,1081.0,93.0,113.0,52.0,2.0,274919.0,3529.0,Olomoucký,2023-11-01
600-699,ostatní kriminalita,1320.0,1008.0,0.7636,22.0,26.0,48.0,471.0,68.0,175.0,98.0,0.0,127.0,1135.0,26.0,31.0,57.0,515.0,74.0,206.0,112.0,0.0,63134.0,0.0,Olomoucký,2023-11-01
100-699,obecná kriminalita,6303.0,2965.0,0.4704,73.0,95.0,164.0,1540.0,138.0,480.0,303.0,1.0,633.0,3598.0,97.0,133.0,226.0,1810.0,205.0,568.0,356.0,2.0,340825.0,3538.0,Olomoucký,2023-11-01
700-799,zbývající kriminalita,1509.0,1205.0,0.7985,1.0,2.0,3.0,269.0,95.0,667.0,471.0,0.0,159.0,1364.0,1.0,3.0,4.0,314.0,104.0,692.0,494.0,0.0,55657.0,0.0,Olomoucký,2023-11-01
800-899,hospodářská kriminalita,917.0,509.0,0.5550999999999999,1.0,1.0,2.0,50.0,25.0,3.0,0.0,18.0,75.0,584.0,2.0,3.0,4.0,61.0,29.0,3.0,0.0,29.0,293841.0,85.0,Olomoucký,2023-11-01
900-999,vojenské a protiústavní činy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Olomoucký,2023-11-01
100-106,vraždy,7.0,4.0,0.5714,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,Zlínský,2023-11-01
100-199,násilná kriminalita,565.0,394.0,0.6973999999999999,6.0,18.0,24.0,196.0,27.0,199.0,123.0,0.0,68.0,462.0,8.0,26.0,34.0,222.0,31.0,224.0,137.0,0.0,6029.0,0.0,Zlínský,2023-11-01
200-299,mravnostní kriminalita,132.0,70.0,0.5303,17.0,11.0,28.0,12.0,3.0,10.0,8.0,0.0,19.0,89.0,22.0,13.0,35.0,15.0,4.0,11.0,8.0,0.0,0.0,0.0,Zlínský,2023-11-01
300-399,krádeže vloupáním,534.0,172.0,0.3221,1.0,12.0,13.0,138.0,14.0,19.0,4.0,0.0,35.0,207.0,1.0,15.0,16.0,167.0,19.0,22.0,4.0,0.0,23366.0,53.0,Zlínský,2023-11-01
400-499,krádeže prosté,947.0,627.0,0.6620999999999999,6.0,8.0,14.0,526.0,17.0,55.0,21.0,0.0,52.0,679.0,8.0,11.0,18.0,560.0,20.0,57.0,21.0,0.0,22657.0,327.0,Zlínský,2023-11-01
500-599,ostatní majetková kriminalita,1218.0,197.0,0.1617,0.0,3.0,3.0,110.0,11.0,36.0,19.0,2.0,85.0,282.0,1.0,6.0,7.0,137.0,22.0,39.0,20.0,2.0,234384.0,0.0,Zlínský,2023-11-01
300-599,majetková kriminalita,2699.0,996.0,0.369,7.0,23.0,30.0,774.0,42.0,110.0,44.0,2.0,172.0,1168.0,10.0,32.0,41.0,864.0,61.0,118.0,45.0,2.0,280407.0,380.0,Zlínský,2023-11-01
600-699,ostatní kriminalita,1002.0,771.0,0.7695000000000001,21.0,27.0,48.0,413.0,84.0,121.0,83.0,0.0,56.0,827.0,24.0,31.0,55.0,439.0,87.0,129.0,88.0,0.0,52141.0,0.0,Zlínský,2023-11-01
100-699,obecná kriminalita,4398.0,2231.0,0.5073,51.0,79.0,130.0,1395.0,156.0,440.0,258.0,2.0,315.0,2546.0,64.0,102.0,165.0,1540.0,183.0,482.0,278.0,2.0,338578.0,380.0,Zlínský,2023-11-01
700-799,zbývající kriminalita,1162.0,907.0,0.7806000000000001,4.0,2.0,6.0,271.0,114.0,583.0,466.0,1.0,111.0,1018.0,4.0,4.0,8.0,304.0,127.0,610.0,487.0,2.0,643845.0,0.0,Zlínský,2023-11-01
800-899,hospodářská kriminalita,473.0,237.0,0.5011,1.0,1.0,2.0,31.0,43.0,4.0,3.0,34.0,53.0,290.0,1.0,1.0,2.0,44.0,47.0,4.0,3.0,40.0,394005.0,0.0,Zlínský,2023-11-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zlínský,2023-11-01
100-106,vraždy,3.0,2.0,0.6667000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Vysočina,2023-11-01
100-199,násilná kriminalita,537.0,385.0,0.7169,7.0,14.0,20.0,161.0,33.0,149.0,106.0,0.0,46.0,431.0,8.0,17.0,24.0,179.0,37.0,164.0,116.0,0.0,842.0,0.0,Vysočina,2023-11-01
200-299,mravnostní kriminalita,135.0,88.0,0.6518999999999999,13.0,10.0,23.0,21.0,9.0,7.0,2.0,0.0,29.0,117.0,15.0,13.0,28.0,25.0,14.0,9.0,2.0,0.0,0.0,0.0,Vysočina,2023-11-01
300-399,krádeže vloupáním,464.0,145.0,0.3125,8.0,12.0,17.0,109.0,13.0,8.0,3.0,0.0,39.0,184.0,10.0,14.0,21.0,133.0,15.0,8.0,3.0,0.0,24455.0,7.0,Vysočina,2023-11-01
400-499,krádeže prosté,715.0,431.0,0.6028,2.0,10.0,12.0,348.0,62.0,28.0,19.0,0.0,46.0,477.0,2.0,11.0,13.0,382.0,69.0,30.0,21.0,0.0,22670.0,153.0,Vysočina,2023-11-01
500-599,ostatní majetková kriminalita,1058.0,165.0,0.156,6.0,0.0,6.0,61.0,20.0,11.0,8.0,0.0,111.0,276.0,8.0,1.0,9.0,102.0,67.0,11.0,8.0,1.0,210339.0,0.0,Vysočina,2023-11-01
300-599,majetková kriminalita,2237.0,741.0,0.33130000000000004,16.0,22.0,35.0,518.0,95.0,47.0,30.0,0.0,196.0,937.0,20.0,26.0,43.0,617.0,151.0,49.0,32.0,1.0,257465.0,160.0,Vysočina,2023-11-01
600-699,ostatní kriminalita,1151.0,911.0,0.7915000000000001,6.0,18.0,24.0,532.0,123.0,101.0,69.0,0.0,39.0,950.0,7.0,22.0,28.0,555.0,130.0,110.0,72.0,0.0,78447.0,0.0,Vysočina,2023-11-01
100-699,obecná kriminalita,4060.0,2125.0,0.5234000000000001,42.0,64.0,102.0,1232.0,260.0,304.0,207.0,0.0,310.0,2435.0,50.0,78.0,123.0,1376.0,332.0,332.0,222.0,1.0,336754.0,160.0,Vysočina,2023-11-01
700-799,zbývající kriminalita,879.0,704.0,0.8009000000000001,1.0,6.0,7.0,193.0,123.0,431.0,364.0,0.0,80.0,784.0,1.0,6.0,7.0,212.0,138.0,448.0,381.0,2.0,44130.0,0.0,Vysočina,2023-11-01
800-899,hospodářská kriminalita,412.0,231.0,0.5607,0.0,0.0,0.0,46.0,25.0,0.0,0.0,12.0,61.0,292.0,0.0,0.0,0.0,66.0,31.0,0.0,0.0,22.0,198079.0,0.0,Vysočina,2023-11-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vysočina,2023-11-01
100-106,vraždy,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,10.0,0.0,Pardubický,2023-11-01
100-199,násilná kriminalita,357.0,245.0,0.6862999999999999,8.0,19.0,26.0,111.0,25.0,110.0,48.0,0.0,43.0,288.0,8.0,24.0,31.0,131.0,30.0,129.0,54.0,0.0,1347.0,15.0,Pardubický,2023-11-01
200-299,mravnostní kriminalita,118.0,84.0,0.7119,12.0,22.0,34.0,16.0,7.0,7.0,1.0,0.0,11.0,95.0,12.0,25.0,37.0,19.0,7.0,7.0,1.0,0.0,0.0,0.0,Pardubický,2023-11-01
300-399,krádeže vloupáním,403.0,168.0,0.4169,1.0,7.0,7.0,131.0,10.0,13.0,1.0,0.0,50.0,218.0,1.0,7.0,7.0,176.0,12.0,17.0,1.0,0.0,19134.0,118.0,Pardubický,2023-11-01
400-499,krádeže prosté,736.0,467.0,0.6345000000000001,1.0,14.0,15.0,391.0,17.0,33.0,13.0,0.0,43.0,510.0,1.0,17.0,18.0,419.0,23.0,36.0,14.0,0.0,20285.0,303.0,Pardubický,2023-11-01
500-599,ostatní majetková kriminalita,1032.0,189.0,0.18309999999999998,2.0,7.0,9.0,94.0,20.0,27.0,11.0,0.0,111.0,300.0,3.0,10.0,13.0,131.0,35.0,29.0,11.0,0.0,178994.0,203.0,Pardubický,2023-11-01
300-599,majetková kriminalita,2171.0,824.0,0.3796,4.0,28.0,31.0,616.0,47.0,73.0,25.0,0.0,204.0,1028.0,5.0,34.0,38.0,726.0,70.0,82.0,26.0,0.0,218413.0,624.0,Pardubický,2023-11-01
600-699,ostatní kriminalita,761.0,611.0,0.8029000000000001,8.0,13.0,19.0,352.0,69.0,172.0,57.0,0.0,42.0,653.0,10.0,15.0,23.0,376.0,76.0,183.0,61.0,0.0,16465.0,0.0,Pardubický,2023-11-01
100-699,obecná kriminalita,3407.0,1764.0,0.5178,32.0,82.0,110.0,1095.0,148.0,362.0,131.0,0.0,300.0,2064.0,35.0,98.0,129.0,1252.0,183.0,401.0,142.0,0.0,236224.0,639.0,Pardubický,2023-11-01
700-799,zbývající kriminalita,1016.0,763.0,0.7509999999999999,1.0,2.0,2.0,205.0,116.0,455.0,385.0,1.0,125.0,888.0,1.0,2.0,2.0,250.0,133.0,477.0,403.0,3.0,54270.0,0.0,Pardubický,2023-11-01
800-899,hospodářská kriminalita,334.0,147.0,0.4401,0.0,0.0,0.0,23.0,43.0,6.0,4.0,3.0,46.0,193.0,0.0,0.0,0.0,40.0,49.0,6.0,4.0,4.0,140922.0,0.0,Pardubický,2023-11-01
900-999,vojenské a protiústavní činy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pardubický,2023-11-01
100-106,vraždy,8.0,7.0,0.875,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Liberecký,2023-11-01
100-199,násilná kriminalita,604.0,358.0,0.5927,10.0,17.0,23.0,169.0,45.0,21.0,20.0,0.0,96.0,454.0,11.0,27.0,34.0,217.0,58.0,29.0,28.0,0.0,1479.0,2.0,Liberecký,2023-11-01
200-299,mravnostní kriminalita,161.0,83.0,0.5155,1.0,14.0,15.0,12.0,5.0,3.0,2.0,0.0,22.0,105.0,1.0,18.0,19.0,17.0,6.0,3.0,2.0,0.0,0.0,0.0,Liberecký,2023-11-01
300-399,krádeže vloupáním,1170.0,305.0,0.2607,3.0,1.0,4.0,261.0,9.0,1.0,1.0,0.0,110.0,415.0,6.0,7.0,10.0,346.0,18.0,1.0,1.0,0.0,71278.0,799.0,Liberecký,2023-11-01
400-499,krádeže prosté,1233.0,632.0,0.5126,6.0,9.0,14.0,507.0,29.0,10.0,10.0,0.0,91.0,723.0,6.0,10.0,15.0,571.0,39.0,10.0,10.0,0.0,57221.0,491.0,Liberecký,2023-11-01
500-599,ostatní majetková kriminalita,1233.0,173.0,0.14029999999999998,5.0,3.0,8.0,82.0,13.0,2.0,2.0,1.0,148.0,321.0,6.0,5.0,11.0,143.0,69.0,2.0,2.0,1.0,146836.0,0.0,Liberecký,2023-11-01
